team,team_code,shirt_no,position,player_name,first_names,last_names,name_on_shirt,dob,club,height_cm,caps,goals,source_status,parser_confidence
Spain,ESP,1,GK,David Raya,David,Raya,RAYA,"September 15, 1995",Arsenal,,13,0,cross_checked,high
Spain,ESP,2,DF,Marc Pubill,Marc,Pubill,PUBILL,"June 20, 2003",Atlético Madrid,,2,0,cross_checked,high
Spain,ESP,3,DF,Álex Grimaldo,Álex,Grimaldo,GRIMALDO,"September 20, 1995",Bayer Leverkusen,,14,0,cross_checked,high
Spain,ESP,4,DF,Eric García,Eric,García,GARCÍA,"January 9, 2001",Barcelona,,21,0,cross_checked,high
Spain,ESP,5,DF,Marcos Llorente,Marcos,Llorente,LLORENTE,"January 30, 1995",Atlético Madrid,,24,0,cross_checked,high
Spain,ESP,6,MF,Mikel Merino,Mikel,Merino,MERINO,"June 22, 1996",Arsenal,,43,10,cross_checked,high
Spain,ESP,7,FW,Ferran Torres,Ferran,Torres,TORRES,"February 29, 2000",Barcelona,,57,24,cross_checked,high
Spain,ESP,8,MF,Fabián Ruiz,Fabián,Ruiz,RUIZ,"April 3, 1996",Paris Saint-Germain,,42,6,cross_checked,high
Spain,ESP,9,MF,Gavi,,Gavi,GAVI,"August 5, 2004",Barcelona,,30,5,cross_checked,high
Spain,ESP,10,FW,Dani Olmo,Dani,Olmo,OLMO,"May 7, 1998",Barcelona,,50,12,cross_checked,high
Spain,ESP,11,FW,Yéremy Pino,Yéremy,Pino,PINO,"October 20, 2002",Crystal Palace,,23,4,cross_checked,high
Spain,ESP,12,DF,Pedro Porro,Pedro,Porro,PORRO,"September 13, 1999",Tottenham Hotspur,,18,0,cross_checked,high
Spain,ESP,13,GK,Joan Garcia,Joan,Garcia,GARCIA,"May 4, 2001",Barcelona,,2,0,cross_checked,high
Spain,ESP,14,DF,Aymeric Laporte,Aymeric,Laporte,LAPORTE,"May 27, 1994",Athletic Bilbao,,46,2,cross_checked,high
Spain,ESP,15,MF,Álex Baena,Álex,Baena,BAENA,"July 20, 2001",Atlético Madrid,,17,2,cross_checked,high
Spain,ESP,16,MF,Rodri,,Rodri,RODRI,"June 22, 1996",Manchester City,,62,4,cross_checked,high
Spain,ESP,17,FW,Nico Williams,Nico,Williams,WILLIAMS,"July 12, 2002",Athletic Bilbao,,30,6,cross_checked,high
Spain,ESP,18,MF,Martín Zubimendi,Martín,Zubimendi,ZUBIMENDI,"February 2, 1999",Arsenal,,26,3,cross_checked,high
Spain,ESP,19,FW,Lamine Yamal,Lamine,Yamal,YAMAL,"July 13, 2007",Barcelona,,25,6,cross_checked,high
Spain,ESP,20,MF,Pedri,,Pedri,PEDRI,"November 25, 2002",Barcelona,,41,6,cross_checked,high
Spain,ESP,21,FW,Mikel Oyarzabal,Mikel,Oyarzabal,OYARZABAL,"April 21, 1997",Real Sociedad,,53,25,cross_checked,high
Spain,ESP,22,DF,Pau Cubarsí,Pau,Cubarsí,CUBARSÍ,"January 22, 2007",Barcelona,,12,0,cross_checked,high
Spain,ESP,23,GK,Unai Simón,Unai,Simón,SIMÓN,"June 11, 1997",Athletic Bilbao,,58,0,cross_checked,high
Spain,ESP,24,DF,Marc Cucurella,Marc,Cucurella,CUCURELLA,"July 22, 1998",Chelsea,,24,1,cross_checked,high
Spain,ESP,25,FW,Víctor Muñoz,Víctor,Muñoz,MUÑOZ,"July 13, 2003",Osasuna,,2,1,cross_checked,high
Spain,ESP,26,FW,Borja Iglesias,Borja,Iglesias,IGLESIAS,"January 17, 1993",Celta Vigo,,8,0,cross_checked,high
Uruguay,URU,1,GK,Sergio Rochet,Sergio,Rochet,ROCHET,"March 23, 1993",Internacional,,35,0,cross_checked,high
Uruguay,URU,2,DF,José María Giménez,José María,Giménez,GIMÉNEZ,"January 20, 1995",Atlético Madrid,,99,8,cross_checked,high
Uruguay,URU,3,DF,Sebastián Cáceres,Sebastián,Cáceres,CÁCERES,"August 18, 1999",América,,24,0,cross_checked,high
Uruguay,URU,4,DF,Ronald Araújo,Ronald,Araújo,ARAÚJO,"March 7, 1999",Barcelona,,27,1,cross_checked,high
Uruguay,URU,5,MF,Manuel Ugarte,Manuel,Ugarte,UGARTE,"April 11, 2001",Manchester United,,36,1,cross_checked,high
Uruguay,URU,6,MF,Rodrigo Bentancur,Rodrigo,Bentancur,BENTANCUR,"June 25, 1997",Tottenham Hotspur,,74,3,cross_checked,high
Uruguay,URU,7,MF,Nicolás de la Cruz,Nicolás de la,Cruz,CRUZ,"June 1, 1997",Flamengo,,34,5,cross_checked,high
Uruguay,URU,8,MF,Federico Valverde,Federico,Valverde,VALVERDE,"July 22, 1998",Real Madrid,,73,9,cross_checked,high
Uruguay,URU,9,FW,Darwin Núñez,Darwin,Núñez,NÚÑEZ,"June 24, 1999",Al-Hilal,,38,13,cross_checked,high
Uruguay,URU,10,MF,Giorgian de Arrascaeta,Giorgian de,Arrascaeta,ARRASCAETA,"June 1, 1994",Flamengo,,60,13,cross_checked,high
Uruguay,URU,11,FW,Facundo Pellistri,Facundo,Pellistri,PELLISTRI,"December 20, 2001",Panathinaikos,,39,2,cross_checked,high
Uruguay,URU,12,GK,Santiago Mele,Santiago,Mele,MELE,"September 6, 1997",Monterrey,,8,0,cross_checked,high
Uruguay,URU,13,DF,Guillermo Varela,Guillermo,Varela,VARELA,"March 24, 1993",Flamengo,,28,0,cross_checked,high
Uruguay,URU,14,MF,Agustín Canobbio,Agustín,Canobbio,CANOBBIO,"October 1, 1998",Fluminense,,15,1,cross_checked,high
Uruguay,URU,15,MF,Emiliano Martínez,Emiliano,Martínez,MARTÍNEZ,"August 17, 1999",Palmeiras,,10,0,cross_checked,high
Uruguay,URU,16,DF,Mathías Olivera,Mathías,Olivera,OLIVERA,"October 31, 1997",Napoli,,35,2,cross_checked,high
Uruguay,URU,17,DF,Matías Viña,Matías,Viña,VIÑA,"November 9, 1997",River Plate,,43,1,cross_checked,high
Uruguay,URU,18,FW,Brian Rodríguez,Brian,Rodríguez,RODRÍGUEZ,"May 20, 2000",América,,32,4,cross_checked,high
Uruguay,URU,19,FW,Rodrigo Aguirre,Rodrigo,Aguirre,AGUIRRE,"October 1, 1994",UANL,,10,3,cross_checked,high
Uruguay,URU,20,MF,Maximiliano Araújo,Maximiliano,Araújo,ARAÚJO,"February 15, 2000",Sporting CP,,28,3,cross_checked,high
Uruguay,URU,21,FW,Federico Viñas,Federico,Viñas,VIÑAS,"June 30, 1998",Oviedo,,11,2,cross_checked,high
Uruguay,URU,22,MF,Joaquín Piquerez,Joaquín,Piquerez,PIQUEREZ,"August 24, 1998",Palmeiras,,19,0,cross_checked,high
Uruguay,URU,23,GK,Fernando Muslera,Fernando,Muslera,MUSLERA,"June 16, 1986",Estudiantes,,134,0,cross_checked,high
Uruguay,URU,24,DF,Santiago Bueno,Santiago,Bueno,BUENO,"November 9, 1998",Wolverhampton Wanderers,,8,0,cross_checked,high
Uruguay,URU,25,MF,Juan Manuel Sanabria,Juan Manuel,Sanabria,SANABRIA,"March 29, 2000",Real Salt Lake,,5,1,cross_checked,high
Uruguay,URU,26,MF,Rodrigo Zalazar,Rodrigo,Zalazar,ZALAZAR,"August 12, 1999",Braga,,8,2,cross_checked,high
France,FRA,1,GK,Brice Samba,Brice,Samba,SAMBA,"April 25, 1994",Rennes,,4,0,cross_checked,high
France,FRA,2,DF,Malo Gusto,Malo,Gusto,GUSTO,"May 19, 2003",Chelsea,,11,0,cross_checked,high
France,FRA,3,DF,Lucas Digne,Lucas,Digne,DIGNE,"July 20, 1993",Aston Villa,,58,0,cross_checked,high
France,FRA,4,DF,Dayot Upamecano,Dayot,Upamecano,UPAMECANO,"October 27, 1998",Bayern Munich,,38,2,cross_checked,high
France,FRA,5,DF,Jules Koundé,Jules,Koundé,KOUNDÉ,"November 12, 1998",Barcelona,,48,0,cross_checked,high
France,FRA,6,MF,Manu Koné,Manu,Koné,KONÉ,"May 17, 2001",Roma,,14,0,cross_checked,high
France,FRA,7,FW,Ousmane Dembélé,Ousmane,Dembélé,DEMBÉLÉ,"May 15, 1997",Paris Saint-Germain,,59,7,cross_checked,high
France,FRA,8,MF,Aurélien Tchouaméni,Aurélien,Tchouaméni,TCHOUAMÉNI,"January 27, 2000",Real Madrid,,46,3,cross_checked,high
France,FRA,9,FW,Marcus Thuram,Marcus,Thuram,THURAM,"August 6, 1997",Inter Milan,,34,3,cross_checked,high
France,FRA,10,FW,Kylian Mbappé,Kylian,Mbappé,MBAPPÉ,"December 20, 1998",Real Madrid,,98,56,cross_checked,high
France,FRA,11,FW,Michael Olise,Michael,Olise,OLISE,"December 12, 2001",Bayern Munich,,17,7,cross_checked,high
France,FRA,12,FW,Bradley Barcola,Bradley,Barcola,BARCOLA,"September 2, 2002",Paris Saint-Germain,,20,3,cross_checked,high
France,FRA,13,MF,N'Golo Kanté,N'Golo,Kanté,KANTÉ,"March 29, 1991",Fenerbahçe,,69,2,cross_checked,high
France,FRA,14,MF,Adrien Rabiot,Adrien,Rabiot,RABIOT,"April 3, 1995",Milan,,59,7,cross_checked,high
France,FRA,15,DF,Ibrahima Konaté,Ibrahima,Konaté,KONATÉ,"May 25, 1999",Liverpool,,28,0,cross_checked,high
France,FRA,16,GK,Mike Maignan,Mike,Maignan,MAIGNAN,"July 3, 1995",Milan,,40,0,cross_checked,high
France,FRA,17,DF,William Saliba,William,Saliba,SALIBA,"March 24, 2001",Arsenal,,32,0,cross_checked,high
France,FRA,18,MF,Warren Zaïre-Emery,Warren,Zaïre-Emery,ZAÏRE-EMERY,"March 8, 2006",Paris Saint-Germain,,11,1,cross_checked,high
France,FRA,19,DF,Théo Hernandez,Théo,Hernandez,HERNANDEZ,"October 6, 1997",Al-Hilal,,44,2,cross_checked,high
France,FRA,20,FW,Désiré Doué,Désiré,Doué,DOUÉ,"June 3, 2005",Paris Saint-Germain,,7,2,cross_checked,high
France,FRA,21,DF,Lucas Hernandez,Lucas,Hernandez,HERNANDEZ,"February 14, 1996",Paris Saint-Germain,,42,0,cross_checked,high
France,FRA,22,FW,Jean-Philippe Mateta,Jean-Philippe,Mateta,MATETA,"June 28, 1997",Crystal Palace,,4,2,cross_checked,high
France,FRA,23,GK,Robin Risser,Robin,Risser,RISSER,"December 2, 2004",Lens,,0,0,cross_checked,high
France,FRA,24,MF,Rayan Cherki,Rayan,Cherki,CHERKI,"August 17, 2003",Manchester City,,7,2,cross_checked,high
France,FRA,25,MF,Maghnes Akliouche,Maghnes,Akliouche,AKLIOUCHE,"February 25, 2002",Monaco,,9,1,cross_checked,high
France,FRA,26,DF,Maxence Lacroix,Maxence,Lacroix,LACROIX,"April 6, 2000",Crystal Palace,,4,0,cross_checked,high
Iraq,IRQ,1,GK,Fahad Talib,Fahad,Talib,TALIB,"October 21, 1994",Al-Talaba,,21,0,cross_checked,high
Iraq,IRQ,2,DF,Rebin Sulaka,Rebin,Sulaka,SULAKA,"April 12, 1992",Port,,56,1,cross_checked,high
Iraq,IRQ,3,DF,Hussein Ali,Hussein,Ali,ALI,"March 1, 2002",Pogoń Szczecin,,27,1,cross_checked,high
Iraq,IRQ,4,DF,Zaid Tahseen,Zaid,Tahseen,TAHSEEN,"January 29, 2001",Pakhtakor,,28,1,cross_checked,high
Iraq,IRQ,5,DF,Akam Hashim,Akam,Hashim,HASHIM,"August 16, 1998",Al-Zawraa,,14,1,cross_checked,high
Iraq,IRQ,6,DF,Manaf Younis,Manaf,Younis,YOUNIS,"November 16, 1996",Al-Shorta,,34,1,cross_checked,high
Iraq,IRQ,7,MF,Youssef Amyn,Youssef,Amyn,AMYN,"August 21, 2003",AEK Larnaca,,27,2,cross_checked,high
Iraq,IRQ,8,MF,Ibrahim Bayesh,Ibrahim,Bayesh,BAYESH,"May 1, 2000",Al Dhafra,,76,8,cross_checked,high
Iraq,IRQ,9,FW,Ali Al-Hamadi,Ali,Al-Hamadi,AL-HAMADI,"March 1, 2002",Luton Town,,20,5,cross_checked,high
Iraq,IRQ,10,FW,Mohanad Ali,Mohanad,Ali,ALI,"June 20, 2000",Dibba,,72,27,cross_checked,high
Iraq,IRQ,11,FW,Ahmed Qasem,Ahmed,Qasem,QASEM,"July 12, 2003",Nashville SC,,3,0,cross_checked,high
Iraq,IRQ,12,GK,Jalal Hassan,Jalal,Hassan,HASSAN,"May 18, 1991",Al-Zawraa,,102,0,cross_checked,high
Iraq,IRQ,13,FW,Ali Yousif,Ali,Yousif,YOUSIF,"January 19, 1996",Al-Talaba,,7,1,cross_checked,high
Iraq,IRQ,14,MF,Zidane Iqbal,Zidane,Iqbal,IQBAL,"April 27, 2003",Utrecht,,25,2,cross_checked,high
Iraq,IRQ,15,DF,Ahmed Maknzi,Ahmed,Maknzi,MAKNZI,"September 24, 2001",Al-Karma,,7,0,cross_checked,high
Iraq,IRQ,16,MF,Amir Al-Ammari,Amir,Al-Ammari,AL-AMMARI,"July 27, 1997",Cracovia,,51,3,cross_checked,high
Iraq,IRQ,17,FW,Ali Jasim,Ali,Jasim,JASIM,"January 20, 2004",Al-Najma,,36,2,cross_checked,high
Iraq,IRQ,18,FW,Aymen Hussein,Aymen,Hussein,HUSSEIN,"March 22, 1996",Al-Karma,,95,33,cross_checked,high
Iraq,IRQ,19,MF,Kevin Yakob,Kevin,Yakob,YAKOB,"October 10, 2000",AGF,,9,0,cross_checked,high
Iraq,IRQ,20,MF,Aimar Sher,Aimar,Sher,SHER,"December 20, 2002",Sarpsborg 08,,7,0,cross_checked,high
Iraq,IRQ,21,FW,Marko Farji,Marko,Farji,FARJI,"March 16, 2004",Venezia,,12,0,cross_checked,high
Iraq,IRQ,22,GK,Ahmed Basil,Ahmed,Basil,BASIL,"August 19, 1996",Al-Shorta,,16,0,cross_checked,high
Iraq,IRQ,23,DF,Merchas Doski,Merchas,Doski,DOSKI,"December 7, 1999",Viktoria Plzeň,,31,1,cross_checked,high
Iraq,IRQ,24,MF,Zaid Ismail,Zaid,Ismail,ISMAIL,"January 3, 2002",Al-Talaba,,6,0,cross_checked,high
Iraq,IRQ,25,DF,Mustafa Saadoon,Mustafa,Saadoon,SAADOON,"May 25, 2001",Al-Shorta,,17,0,cross_checked,high
Iraq,IRQ,26,DF,Frans Putros,Frans,Putros,PUTROS,"July 14, 1993",Persib,,28,0,cross_checked,high
Norway,NOR,1,GK,Ørjan Nyland,Ørjan,Nyland,NYLAND,"September 10, 1990",Sevilla,,71,0,cross_checked,high
Norway,NOR,2,MF,Morten Thorsby,Morten,Thorsby,THORSBY,"May 5, 1996",Cremonese,,31,0,cross_checked,high
Norway,NOR,3,DF,Kristoffer Ajer,Kristoffer,Ajer,AJER,"April 17, 1998",Brentford,,52,2,cross_checked,high
Norway,NOR,4,DF,Leo Østigård,Leo,Østigård,ØSTIGÅRD,"November 28, 1999",Genoa,,38,1,cross_checked,high
Norway,NOR,5,DF,David Møller Wolfe,David Møller,Wolfe,WOLFE,"April 23, 2002",Wolverhampton Wanderers,,22,1,cross_checked,high
Norway,NOR,6,MF,Patrick Berg,Patrick,Berg,BERG,"November 24, 1997",Bodø/Glimt,,43,0,cross_checked,high
Norway,NOR,7,FW,Alexander Sørloth,Alexander,Sørloth,SØRLOTH,"December 5, 1995",Atlético Madrid,,72,26,cross_checked,high
Norway,NOR,8,MF,Sander Berge,Sander,Berge,BERGE,"February 14, 1998",Fulham,,66,1,cross_checked,high
Norway,NOR,9,FW,Erling Haaland,Erling,Haaland,HAALAND,"July 21, 2000",Manchester City,,50,55,cross_checked,high
Norway,NOR,10,MF,Martin Ødegaard,Martin,Ødegaard,ØDEGAARD,"December 17, 1998",Arsenal,,68,5,cross_checked,high
Norway,NOR,11,FW,Jørgen Strand Larsen,Jørgen Strand,Larsen,LARSEN,"February 6, 2000",Crystal Palace,,28,6,cross_checked,high
Norway,NOR,12,GK,Sander Tangvik,Sander,Tangvik,TANGVIK,"November 29, 2002",Hamburger SV,,0,0,cross_checked,high
Norway,NOR,13,GK,Egil Selvik,Egil,Selvik,SELVIK,"July 30, 1997",Watford,,7,0,cross_checked,high
Norway,NOR,14,MF,Fredrik Aursnes,Fredrik,Aursnes,AURSNES,"December 10, 1995",Benfica,,22,1,cross_checked,high
Norway,NOR,15,DF,Fredrik André Bjørkan,Fredrik André,Bjørkan,BJØRKAN,"August 21, 1998",Bodø/Glimt,,21,1,cross_checked,high
Norway,NOR,16,DF,Marcus Holmgren Pedersen,Marcus Holmgren,Pedersen,PEDERSEN,"July 16, 2000",Torino,,32,0,cross_checked,high
Norway,NOR,17,DF,Torbjørn Heggem,Torbjørn,Heggem,HEGGEM,"January 12, 1999",Bologna,,15,0,cross_checked,high
Norway,NOR,18,MF,Kristian Thorstvedt,Kristian,Thorstvedt,THORSTVEDT,"March 13, 1999",Sassuolo,,37,4,cross_checked,high
Norway,NOR,19,MF,Thelo Aasgaard,Thelo,Aasgaard,AASGAARD,"May 2, 2002",Rangers,,8,5,cross_checked,high
Norway,NOR,20,FW,Antonio Nusa,Antonio,Nusa,NUSA,"April 17, 2005",RB Leipzig,,24,8,cross_checked,high
Norway,NOR,21,MF,Andreas Schjelderup,Andreas,Schjelderup,SCHJELDERUP,"June 1, 2004",Benfica,,12,1,cross_checked,high
Norway,NOR,22,MF,Oscar Bobb,Oscar,Bobb,BOBB,"July 12, 2003",Fulham,,20,2,cross_checked,high
Norway,NOR,23,MF,Jens Petter Hauge,Jens Petter,Hauge,HAUGE,"October 12, 1999",Bodø/Glimt,,15,1,cross_checked,high
Norway,NOR,24,DF,Sondre Langås,Sondre,Langås,LANGÅS,"February 2, 2001",Derby County,,3,0,cross_checked,high
Norway,NOR,25,DF,Henrik Falchener,Henrik,Falchener,FALCHENER,"May 8, 2003",Viking,,1,0,cross_checked,high
Norway,NOR,26,FW,Julian Ryerson,Julian,Ryerson,RYERSON,"November 17, 1997",Borussia Dortmund,,43,1,cross_checked,high
Senegal,SEN,1,GK,Yehvann Diouf,Yehvann,Diouf,DIOUF,"November 16, 1999",Nice,,2,0,cross_checked,high
Senegal,SEN,2,DF,Mamadou Sarr,Mamadou,Sarr,SARR,"August 29, 2005",Chelsea,,8,0,cross_checked,high
Senegal,SEN,3,DF,Kalidou Koulibaly,Kalidou,Koulibaly,KOULIBALY,"June 20, 1991",Al-Hilal,,103,2,cross_checked,high
Senegal,SEN,4,DF,Abdoulaye Seck,Abdoulaye,Seck,SECK,"June 4, 1992",Maccabi Haifa,,22,4,cross_checked,high
Senegal,SEN,5,MF,Idrissa Gueye,Idrissa,Gueye,GUEYE,"September 26, 1989",Everton,,131,7,cross_checked,high
Senegal,SEN,6,MF,Pathé Ciss,Pathé,Ciss,CISS,"March 16, 1994",Rayo Vallecano,,30,0,cross_checked,high
Senegal,SEN,7,FW,Assane Diao,Assane,Diao,DIAO,"September 7, 2005",Como,,5,0,cross_checked,high
Senegal,SEN,8,MF,Lamine Camara,Lamine,Camara,CAMARA,"January 1, 2004",Monaco,,33,7,cross_checked,high
Senegal,SEN,9,FW,Bamba Dieng,Bamba,Dieng,DIENG,"March 23, 2000",Lorient,,23,2,cross_checked,high
Senegal,SEN,10,FW,Sadio Mané,Sadio,Mané,MANÉ,"April 10, 1992",Al-Nassr,,128,55,cross_checked,high
Senegal,SEN,11,FW,Nicolas Jackson,Nicolas,Jackson,JACKSON,"June 20, 2001",Bayern Munich,,33,8,cross_checked,high
Senegal,SEN,12,FW,Cherif Ndiaye,Cherif,Ndiaye,NDIAYE,"January 23, 1996",Samsunspor,,19,4,cross_checked,high
Senegal,SEN,13,FW,Iliman Ndiaye,Iliman,Ndiaye,NDIAYE,"March 6, 2000",Everton,,40,4,cross_checked,high
Senegal,SEN,14,DF,Ismail Jakobs,Ismail,Jakobs,JAKOBS,"August 17, 1999",Galatasaray,,30,0,cross_checked,high
Senegal,SEN,15,DF,Krépin Diatta,Krépin,Diatta,DIATTA,"February 25, 1999",Monaco,,61,2,cross_checked,high
Senegal,SEN,16,GK,Édouard Mendy,Édouard,Mendy,MENDY,"March 1, 1992",Al-Ahli,,57,0,cross_checked,high
Senegal,SEN,17,MF,Pape Matar Sarr,Pape Matar,Sarr,SARR,"September 14, 2002",Tottenham Hotspur,,40,4,cross_checked,high
Senegal,SEN,18,FW,Ismaïla Sarr,Ismaïla,Sarr,SARR,"February 25, 1998",Crystal Palace,,83,19,cross_checked,high
Senegal,SEN,19,DF,Moussa Niakhaté,Moussa,Niakhaté,NIAKHATÉ,"March 8, 1996",Lyon,,31,0,cross_checked,high
Senegal,SEN,20,FW,Ibrahim Mbaye,Ibrahim,Mbaye,MBAYE,"January 24, 2008",Paris Saint-Germain,,11,3,cross_checked,high
Senegal,SEN,21,MF,Habib Diarra,Habib,Diarra,DIARRA,"January 3, 2004",Sunderland,,21,4,cross_checked,high
Senegal,SEN,22,MF,Bara Sapoko Ndiaye,Bara Sapoko,Ndiaye,NDIAYE,"December 31, 2007",Bayern Munich,,1,0,cross_checked,high
Senegal,SEN,23,GK,Mory Diaw,Mory,Diaw,DIAW,"June 22, 1993",Le Havre,,5,0,cross_checked,high
Senegal,SEN,24,DF,Antoine Mendy,Antoine,Mendy,MENDY,"May 27, 2004",Nice,,7,0,cross_checked,high
Senegal,SEN,25,DF,El Hadji Malick Diouf,El Hadji Malick,Diouf,DIOUF,"December 29, 2004",West Ham United,,20,1,cross_checked,high
Senegal,SEN,26,MF,Pape Gueye,Pape,Gueye,GUEYE,"January 24, 1999",Villarreal,,41,5,cross_checked,high
Algeria,ALG,1,GK,Melvin Mastil,Melvin,Mastil,MASTIL,"February 19, 2000",Stade Nyonnais,,1,0,cross_checked,high
Algeria,ALG,2,DF,Aïssa Mandi,Aïssa,Mandi,MANDI,"October 22, 1991",Lille,,117,7,cross_checked,high
Algeria,ALG,3,DF,Achref Abada,Achref,Abada,ABADA,"June 15, 1999",USM Alger,,7,1,cross_checked,high
Algeria,ALG,4,DF,Mohamed Amine Tougai,Mohamed Amine,Tougai,TOUGAI,"January 22, 2000",Espérance de Tunis,,29,2,cross_checked,high
Algeria,ALG,5,DF,Zineddine Belaïd,Zineddine,Belaïd,BELAÏD,"March 20, 1999",JS Kabylie,,10,1,cross_checked,high
Algeria,ALG,6,MF,Ramiz Zerrouki,Ramiz,Zerrouki,ZERROUKI,"May 26, 1998",Twente,,52,3,cross_checked,high
Algeria,ALG,7,FW,Riyad Mahrez,Riyad,Mahrez,MAHREZ,"February 21, 1991",Al-Ahli,,114,38,cross_checked,high
Algeria,ALG,8,MF,Houssem Aouar,Houssem,Aouar,AOUAR,"June 30, 1998",Al-Ittihad,,20,6,cross_checked,high
Algeria,ALG,9,FW,Amine Gouiri,Amine,Gouiri,GOUIRI,"February 16, 2000",Marseille,,22,8,cross_checked,high
Algeria,ALG,10,MF,Farès Chaïbi,Farès,Chaïbi,CHAÏBI,"November 28, 2002",Eintracht Frankfurt,,29,3,cross_checked,high
Algeria,ALG,11,FW,Anis Hadj Moussa,Anis Hadj,Moussa,MOUSSA,"February 11, 2002",Feyenoord,,14,1,cross_checked,high
Algeria,ALG,12,FW,Nadhir Benbouali,Nadhir,Benbouali,BENBOUALI,"April 17, 2000",Győri ETO,,3,1,cross_checked,high
Algeria,ALG,13,DF,Jaouen Hadjam,Jaouen,Hadjam,HADJAM,"March 26, 2003",Young Boys,,17,3,cross_checked,high
Algeria,ALG,14,MF,Hicham Boudaoui,Hicham,Boudaoui,BOUDAOUI,"September 23, 1999",Nice,,32,0,cross_checked,high
Algeria,ALG,15,DF,Rayan Aït-Nouri,Rayan,Aït-Nouri,AÏT-NOURI,"June 6, 2001",Manchester City,,28,0,cross_checked,high
Algeria,ALG,16,GK,Oussama Benbot,Oussama,Benbot,BENBOT,"October 11, 1994",USM Alger,,2,0,cross_checked,high
Algeria,ALG,17,DF,Rafik Belghali,Rafik,Belghali,BELGHALI,"June 7, 2002",Hellas Verona,,12,1,cross_checked,high
Algeria,ALG,18,FW,Mohamed Amoura,Mohamed,Amoura,AMOURA,"May 9, 2000",VfL Wolfsburg,,45,19,cross_checked,high
Algeria,ALG,19,MF,Nabil Bentaleb,Nabil,Bentaleb,BENTALEB,"November 24, 1994",Lille,,59,6,cross_checked,high
Algeria,ALG,20,FW,Adil Boulbina,Adil,Boulbina,BOULBINA,"May 2, 2003",Al-Duhail,,11,6,cross_checked,high
Algeria,ALG,21,DF,Ramy Bensebaini,Ramy,Bensebaini,BENSEBAINI,"April 16, 1995",Borussia Dortmund,,81,7,cross_checked,high
Algeria,ALG,22,MF,Ibrahim Maza,Ibrahim,Maza,MAZA,"November 24, 2005",Bayer Leverkusen,,16,2,cross_checked,high
Algeria,ALG,23,GK,Luca Zidane,Luca,Zidane,ZIDANE,"May 13, 1998",Granada,,7,0,cross_checked,high
Algeria,ALG,24,MF,Yacine Titraoui,Yacine,Titraoui,TITRAOUI,"July 26, 2003",Charleroi,,5,0,cross_checked,high
Algeria,ALG,25,FW,Farès Ghedjemis,Farès,Ghedjemis,GHEDJEMIS,"September 6, 2002",Frosinone,,1,1,cross_checked,high
Algeria,ALG,26,DF,Samir Chergui,Samir,Chergui,CHERGUI,"February 6, 1999",Paris FC,,4,0,cross_checked,high
Argentina,ARG,1,GK,Juan Musso,Juan,Musso,MUSSO,"May 6, 1994",Atlético Madrid,,4,0,cross_checked,high
Argentina,ARG,2,DF,Marcos Senesi,Marcos,Senesi,SENESI,"May 10, 1997",Bournemouth,,3,0,cross_checked,high
Argentina,ARG,3,DF,Nicolás Tagliafico,Nicolás,Tagliafico,TAGLIAFICO,"August 31, 1992",Lyon,,76,1,cross_checked,high
Argentina,ARG,4,DF,Gonzalo Montiel,Gonzalo,Montiel,MONTIEL,"January 1, 1997",River Plate,,39,2,cross_checked,high
Argentina,ARG,5,MF,Leandro Paredes,Leandro,Paredes,PAREDES,"June 29, 1994",Boca Juniors,,77,5,cross_checked,high
Argentina,ARG,6,DF,Lisandro Martínez,Lisandro,Martínez,MARTÍNEZ,"January 18, 1998",Manchester United,,28,1,cross_checked,high
Argentina,ARG,7,MF,Rodrigo De Paul,Rodrigo De,Paul,PAUL,"May 24, 1994",Inter Miami CF,,87,2,cross_checked,high
Argentina,ARG,8,MF,Valentín Barco,Valentín,Barco,BARCO,"July 23, 2004",Strasbourg,,4,2,cross_checked,high
Argentina,ARG,9,FW,Julián Alvarez,Julián,Alvarez,ALVAREZ,"January 31, 2000",Atlético Madrid,,51,14,cross_checked,high
Argentina,ARG,10,FW,Lionel Messi,Lionel,Messi,MESSI,"June 24, 1987",Inter Miami CF,,199,117,cross_checked,high
Argentina,ARG,11,MF,Giovani Lo Celso,Giovani Lo,Celso,CELSO,"April 9, 1996",Real Betis,,67,4,cross_checked,high
Argentina,ARG,12,GK,Gerónimo Rulli,Gerónimo,Rulli,RULLI,"May 20, 1992",Marseille,,8,0,cross_checked,high
Argentina,ARG,13,DF,Cristian Romero,Cristian,Romero,ROMERO,"April 27, 1998",Tottenham Hotspur,,51,3,cross_checked,high
Argentina,ARG,14,MF,Exequiel Palacios,Exequiel,Palacios,PALACIOS,"October 5, 1998",Bayer Leverkusen,,40,0,cross_checked,high
Argentina,ARG,15,MF,Nicolás González,Nicolás,González,GONZÁLEZ,"April 6, 1998",Atlético Madrid,,51,6,cross_checked,high
Argentina,ARG,16,FW,Thiago Almada,Thiago,Almada,ALMADA,"April 26, 2001",Atlético Madrid,,16,5,cross_checked,high
Argentina,ARG,17,FW,Giuliano Simeone,Giuliano,Simeone,SIMEONE,"December 18, 2002",Atlético Madrid,,13,2,cross_checked,high
Argentina,ARG,18,FW,Nico Paz,Nico,Paz,PAZ,"September 8, 2004",Como,,9,1,cross_checked,high
Argentina,ARG,19,DF,Nicolás Otamendi,Nicolás,Otamendi,OTAMENDI,"February 12, 1988",Benfica,,132,8,cross_checked,high
